,MCF_UUID,Job_title,Relabelled_SSOC_2020,Description,Cleaned_Description,UUID,MCF_ID,emp_SSOC,pred_SSOC,Emp_correct,Model_correct,1D_SSOC
52,2f99928965cc1a66da253b6dee04407c,Machinist,31171,"<h3><strong>Job Description:</strong></h3>
<ul>
  <li>Set up, operate and maintain conventional lathe machines/Milling Machine.</li>
  <li>Set up, operate and maintain all measuring equipment, gauges and fixtures for making accurate inspection checks</li>
  <li>Conduct in-process inspection and final checks on work</li>
  <li>Perform simple troubleshooting of manual lathe and milling machines</li>
</ul>
<h3><strong>Education/Qualifications:</strong></h3>
<ul>
  <li>Minimum NITEC qualification in Precision Engineering or equivalent</li>
  <li>Knowledge of design, usage, repair and maintenance of conventional lathe machines and tooling</li>
  <li>Minimum 2 years of relevant experience</li>
</ul>","Job Description: Set up, operate and maintain conventional lathe machines/Milling Machine. Set up, operate and maintain all measuring equipment, gauges and fixtures for making accurate inspection checks. Conduct in-process inspection and final checks on work. Perform simple troubleshooting of manual lathe and milling machines. Education/Qualifications: Minimum NITEC qualification in Precision Engineering or equivalent. Knowledge of design, usage, repair and maintenance of conventional lathe machines and tooling. Minimum 2 years of relevant experience.",2f99928965cc1a66da253b6dee04407c,MCF-2021-0091710,31171,72120,True,False,3
53,36dab2d7d6eab7844846168c4ddf22cd,ENVIRONMENTAL CONTROL OFFICER,32572,"<p><u>Job Description</u></p>
<p><br></p>
<ul>
  <li>Establish, implement, execute and monitor the Environmental Control Programme</li>
  <li>To identify and communicate all relevant environmental requirements to all relevant stakeholders</li>
  <li>Upkeep the document information related to Environmental Control</li>
  <li>Train and promote Environmental Control Measures</li>
  <li>Prepare site environmental report on a regular basis</li>
  <li>Liaises with government bodies, client and external provider on Environmental Control issues</li>
</ul>
<p><u>Job Requirements</u></p>
<ul>
  <li>Must be registered as ECO with NEA</li>
  <li>Registered as ECMO with IES</li>
  <li>Min 2 - 4 years in construction industry</li>
  <li>Knowledge in Environmental Legislations, Regulations, Codes of Practices and Singapore Standard</li>
</ul>
<p><br></p>","Job Description. Establish, implement, execute and monitor the Environmental Control Programme. To identify and communicate all relevant environmental requirements to all relevant stakeholders. Upkeep the document information related to Environmental Control. Train and promote Environmental Control Measures. Prepare site environmental report on a regular basis. Liaises with government bodies, client and external provider on Environmental Control issues. Job Requirements. Must be registered as ECO with NEA. Registered as ECMO with IES. Min 2 - 4 years in construction industry. Knowledge in Environmental Legislations, Regulations, Codes of Practices and Singapore Standard.",36dab2d7d6eab7844846168c4ddf22cd,MCF-2020-0384965,32572,22632,True,False,3
54,8d87aafa979a252e6573aea74859e7a0,Sales Consultant #SGUP,33299,"<p>This position reports to the Sales In Charge and working closely with sales department for continual skills set and technical information upgrading. Provide professional services to clients and assist in company expansion.</p>
<p><br></p>
<p><strong>Individual to be involved in:</strong></p>
<p>1. Employee orientation and undergo training on company profile, product and services.</p>
<p>2.  Skills to identify and propose business opportunities.</p>
<p>3. Work with business to translate partnership strategy and develop pipeline of opportunities.</p>
<p>4. To establish superior customer relationship, manage and handle customer expectation professionally, and to ensure high customer satisfaction level.</p>
<p>5. Development of better sales skillset.</p>
<p><br></p>
<p><strong>Competencies:</strong></p>
<p>1. Actively identifying potential clients and businesses.</p>
<p>2. Learn to develop pipeline and forecast.</p>
<p>3. Continual product and professional services training.</p>
<p>4. Participating in upgrading of skillset.</p>
<p>5. Exposure to potential market and building network.</p>
<p>6. Gain understanding in products and understanding market trends.</p>
<p>7. Picking up presentation knowledge and skills.</p>
<p><br></p>
<p><strong>Durations: </strong>9 Months Attachment</p>
<p><br></p>
<p><br></p>
<p><strong>Eligibility Criteria for SGUP-EA:</strong> • All Singaporeans and Permanent Residents are eligible for the programme, with the exception of recent graduates who should apply for the SGUnited Traineeships Programme instead.</p>","This position reports to the Sales In Charge and working closely with sales department for continual skills set and technical information upgrading. Provide professional services to clients and assist in company expansion. Individual to be involved in: Employee orientation and undergo training on company profile, product and services. Skills to identify and propose business opportunities. Work with business to translate partnership strategy and develop pipeline of opportunities. To establish superior customer relationship, manage and handle customer expectation professionally, and to ensure high customer satisfaction level. Development of better sales skillset. Competencies: Actively identifying potential clients and businesses. Learn to develop pipeline and forecast. Continual product and professional services training. Participating in upgrading of skillset. Exposure to potential market and building network. Gain understanding in products and understanding market trends. Picking up presentation knowledge and skills.9 Months Attachment. Eligibility Criteria for SGUP-EA: All Singaporeans and Permanent Residents are eligible for the programme, with the exception of recent graduates who should apply for the SGUnited Traineeships Programme instead.",8d87aafa979a252e6573aea74859e7a0,MCF-2021-0155089,33299,33221,True,False,3
55,530a378f8903323d68a1463b6e022b2b,OPERATIONS SUPERVISOR,33492,"<p>Handle daily operations arrangement</p>
<p>Liaising between new staff and other employees.</p>
<p>Arrangement of daily work routine, to fit in vacancy when required</p>
<p>Supervision of Employee Performance.</p>
<p>Arrange Deployment.</p>
<p>Attand Complaint by Client</p>
<p>Updating of Deployment.</p>
<p>Short of staff have to stand in.</p>
<p>Able to take stress.</p>","Handle daily operations arrangement. Liaising between new staff and other employees. Arrangement of daily work routine, to fit in vacancy when required. Supervision of Employee Performance. Arrange Deployment. Attand Complaint by Client. Updating of Deployment. Short of staff have to stand in. Able to take stress.",530a378f8903323d68a1463b6e022b2b,MCF-2021-0208634,33492,24212,True,False,3
56,efea7096f78d447da8d9e74769527677,Production Assistant x5 (North / Manufacturing Ind) - 07,35219,"<ul>
  <li>5 Days' Work (8:30am - 6pm)</li>
  <li>Positive Working Environment</li>
  <li>Company transport provided Islandwide (Jurong East / Yishun / Tampines)<br>
</li>
</ul>
<p><strong>Responsibilities:</strong></p>
<ul>
  <li>To avoid machine downtimes, prompt inspection and preforming the correct line and printer settings</li>
  <li>To provide material according to the production list</li>
  <li>Visual inspection of manufactured assemblies according to the process and work instructions</li>
  <li>Responsible for the inventories in the production</li>
</ul>
<p><br>
<strong>Requirements:</strong></p>
<ul>
  <li>Preferably 1-2 years related experience</li>
  <li>Training will be provided</li>
</ul>
<p><strong>How to Apply:</strong></p>
<p>Qualified or interested candidates, please submit your updated resume by using the Apply Now Button or send resume to recruit07@corestaff.com.sg</p>
<p><br></p>
<p>**We regret to inform that only shortlisted candidates would be notified. **</p>
<p><br></p>
<p><strong>Low </strong>Ka Yan (Sara)</p>
<p>Registration Number: R2197413</p>
<p>EA License Number: 18C9027</p>
<p><br></p>","5 Days' Work (8:30am - 6pm) Positive Working Environment Company transport provided Islandwide (Jurong East / Yishun / Tampines) Responsibilities: To avoid machine downtimes, prompt inspection and preforming the correct line and printer settings To provide material according to the production list Visual inspection of manufactured assemblies according to the process and work instructions Responsible for the inventories in the production Requirements: Preferably 1-2 years related experience Training will be provided How to Apply: Qualified or interested candidates, please submit your updated resume by using the Apply Now Button or send resume to recruit07@corestaff com sg **We regret to inform that only shortlisted candidates would be notified. ** Low Ka Yan (Sara) Registration Number: R2197413 EA License Number: 18C9027.",efea7096f78d447da8d9e74769527677,MCF-2021-0221878,35215,93334,True,False,3
57,cdba527b4770bac7c29a2f7b617fe073,Electronic Sales Executive {Basic Salary + Commission} | #SGjobs |,33299,"<p><strong>Electronic Sales Executive {Basic Salary + Commission} | #SGjobs |</strong></p>
<ul>
  <li><strong>5 Days work week</strong></li>
  <li><strong>Location: Central</strong></li>
  <li><strong>Salary Range from $2,300 - $3,200 + Commission</strong></li>
</ul>
<p><strong>Job Description:</strong></p>
<ul>
  <li>Provide customer-orientated service by managing the needs of customers through phone / email.</li>
  <li>Develop and maintain good relationships with internal and external stakeholders.</li>
  <li>Proactively prospect for new clients, identifying leads.</li>
  <li>Accountable for meeting individual (KPIs) and team goals.</li>
  <li>Assist in driving, developing new accounts and monitoring market trends.</li>
  <li>Other tasks as assigned</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul>
  <li>Min 2 years of relevant experience</li>
  <li>Experience in Electronics Components/IT Hardware field/technology is an advantage.</li>
  <li>Good command of both written and spoken English and Mandarin (to handle queries and communicate effectively with our Mandarin speaking clients)</li>
</ul>
<p>Candidate who are interested may also e-mail to <strong>Contact@abovehr.sg</strong><br>
or visit our website at <strong>www.abovehr.sg</strong></p>
<p>Join our Telegram: <strong>@SingaporeJobsSharing</strong></p>
<p>Contact us today!</p>
<p>We apologised that only shortlisted candidate will be notified.</p>
<p><strong>Above HR Pte. Ltd.</strong><br>
EA License No: 19C9549</p>","Provide customer-orientated service by managing the needs of customers through phone / email. Develop and maintain good relationships with internal and external stakeholders. Proactively prospect for new clients, identifying leads. Accountable for meeting individual (KPIs) and team goals. Assist in driving, developing new accounts and monitoring market trends. Other tasks as assigned.",cdba527b4770bac7c29a2f7b617fe073,MCF-2021-0083306,33299,52440,True,False,3
58,0eefbea9b6c14e165b98755de50dd267,operations executive,33492,"<p>Job Description:</p>
<p>· Coordinate with various parties to ensure smooth operations in Oilrig / Vessel Mobilisation</p>
<p>· Attend to and supervise above operations physically</p>
<p>· Attend to yard operations in receiving of materials</p>
<p>· Assist in warehouse packing, container stuffing and checking of materials</p>
<p>· Maintain Inventory Report for equipment stored at premises</p>
<p>· Carry out follow-up documentation requirements</p>
<p>· Perform any other tasks as assigned</p>
<p><br></p>
<p>Requirements:</p>
<p>· GCE ‘A’ Level / Diploma / Diploma in Marine Engineering preferred</p>
<p>· Experience not required, but preferred</p>
<p>· Willing to put in hard work to contribute to company’s growth</p>
<p>· Willing to work outdoors and willing to work irregular hours</p>
<p>· Possess good time management and organizational skills</p>
<p>· Customer oriented and possess good interpersonal skills</p>
<p>· Team player as well as able to work independently</p>
<p>· Basic computer literacy (Microsoft Office)</p>
<p>· Understanding of HSE / Dangerous Goods Handling an advantage</p>
<p>· Singapore Citizen / PR / Male preferred</p>
<p>· Possess Class 2 or 3 license preferred</p>","Coordinate with various parties to ensure smooth operations in Oilrig / Vessel Mobilisation. Attend to and supervise above operations physically. Attend to yard operations in receiving of materials. Assist in warehouse packing, container stuffing and checking of materials. Maintain Inventory Report for equipment stored at premises. Carry out follow-up documentation requirements. Perform any other tasks as assigned.",0eefbea9b6c14e165b98755de50dd267,MCF-2020-0380628,33492,93334,True,False,3
59,c694badeda0bce4d40a0e4624e37f791,Business Development Executive - SMS & Mobile Identity,33221,"<p>Facebook is looking for a Business Development Executive to support global SMS, mobile identity and authentication deals. The business development executive will be responsible for building relationships and driving strategic deals with the Mobile operator ecosystem. Ideal candidates will have the ability to drive our user identity &amp; authentication strategy coupled with a willingness to roll up their sleeves and execute the tactics. Success in this position requires exceptional consultative sales, coaching, and client service skills; a willingness to experiment; the ability to thrive in a dynamic, team-focused environment; and a passion for helping others achieve results. Correspondingly you will create and deliver plans to deliver impact against growth &amp; integrity efforts. You will play a key role in defining and driving impactful client partnerships, solving complex product problems and building programs and infrastructure that power Facebook family of app products and drive growth across the platform.<br>
<br>
<br>
The candidate will possess superior analytical skills and the ability to effectively influence and communicate cross-functionally with all levels of management. The candidate will thrive in a team-oriented environment, working cross-functionally with the Product, Business Development, Marketing, Operations and Engineering teams to develop new ways we can improve the Facebook mobile identity experiences. This is a full-time position based in our Singapore office.</p>
<p><br></p>
<p><strong>Responsibilities</strong></p>
<ul>
  <li>“Go-to” person for general market and product knowledge on SMS, Mobile Identity &amp; Authentication</li>
  <li>Define pricing, strategy and positioning for each region together with the Product Development team working on A2P business, Mobile I &amp; Authentication</li>
  <li>Enable the whole organization for SMS &amp; Authentication products and look for ways of improving how business operates</li>
  <li>Help conduct market intelligence (Players, rates, contract terms)</li>
  <li>Act as coordinating Point of Contact between all cross functional XFN Teams and local business representatives (local leads, local managers…)</li>
  <li>Assist with Proposals (Pitch &amp; Close) and Contract Negotiations</li>
  <li>Travel approximately 30% both domestic and international.</li>
</ul>
<p><strong>Minimum Qualifications</strong></p>
<ul>
  <li>Professional with 12+ years of experience in the Telecoms, Messaging, CPaaS &amp; Authentication industry within a leading SMS Operator / wholesale business or top rated aggregator</li>
  <li>Experience working on technical solutions over Cloud or App layers or with channels such as SMS, Voice, Email, A2P, USSD, Push Notifications is a plus</li>
  <li>Strong negotiation skills with proven track record of former signed deals</li>
  <li>Good project management skills with the ability to run several projects at the same time, structuring these and share feedback with all relevant stakeholders</li>
  <li>Extensive network and developed a personal brand with the MNOs/Aggregators</li>
  <li>Very strong team player, who is able to positively influence the wider team internally and externally</li>
  <li>Bachelor’s degree in Business, Management, Communications, IT, Telecommunications or other related degrees, or equivalent combination of education and experience.</li>
  <li>Customer-centric approach (customer satisfaction is at all times your priority).</li>
  <li>Excellent written communication skills - high-level literacy, using language with precision, easily presenting arguments and synthesizing reports</li>
</ul>
<p><strong>Preferred Qualifications</strong></p>
<ul>
  <li>MBA preferred</li>
</ul>","“Go-to” person for general market and product knowledge on SMS, Mobile Identity & Authentication. Define pricing, strategy and positioning for each region together with the Product Development team working on A2P business, Mobile I & Authentication. Enable the whole organization for SMS & Authentication products and look for ways of improving how business operates. Help conduct market intelligence (Players, rates, contract terms) Act as coordinating Point of Contact between all cross functional XFN Teams and local business representatives (local leads, local managers…) Assist with Proposals (Pitch & Close) and Contract Negotiations. Travel approximately 30% both domestic and international.",c694badeda0bce4d40a0e4624e37f791,MCF-2021-0118662,33221,33221,True,True,3
60,88bac35531e75c5f0619609ce240b9a8,Accounts cum Admin Assistant,43112,"<p><strong>Core Responsibilities:</strong></p>
<ul>
  <li>To perform daily bookkeeping activities on account receivable/payable and daily/monthly bank reconciliation</li>
  <li>Perform Account Payable function, such as preparation of payment, reconciliation of suppliers’ &nbsp;accounts etc</li>
  <li>Assist to prepare monthly and year-end management reports</li>
  <li>Handle monthly GST submission and receivables</li>
  <li>Monitor cash flow.</li>
  <li>Manage month-end close process and ensure all journals, bank reconciliations, AR and AP</li>
  <li>Performing office duties that include ordering supplies</li>
  <li>Using various software, including word processing, spreadsheets, databases, and presentation software</li>
  <li>Filing and retrieving corporate records, documents, and reports</li>
  <li>Assist daily accounting operations</li>
  <li>General Administrative duties</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul>
  <li>Candidate must possess at least ITE /GCE O’Level/Diploma/Advanced/Higher/Graduate Diploma in Finance/Accountancy/Banking or equivalent.</li>
  <li>Candidates with relevant working experiences of at least 1 year will be added advantages.</li>
  <li>Able to start work in the short notice period.</li>
  <li>Quick learner and a strong team player.</li>
  <li>Proficiency in MS Office Application such as Word &amp; Excel preferably knowledge in Pivot Table and Vlookup.</li>
  <li>Singaporean only</li>
  <li>5.5-day week, alternate Saturday</li>
</ul>","To perform daily bookkeeping activities on account receivable/payable and daily/monthly bank reconciliation. Perform Account Payable function, such as preparation of payment, reconciliation of suppliers' accounts etc. Assist to prepare monthly and year-end management reports. Handle monthly GST submission and receivables. Monitor cash flow. Manage month-end close process and ensure all journals, bank reconciliations, AR and AP. Performing office duties that include ordering supplies. Using various software, including word processing, spreadsheets, databases, and presentation software. Filing and retrieving corporate records, documents, and reports. Assist daily accounting operations. General Administrative duties.",88bac35531e75c5f0619609ce240b9a8,MCF-2021-0047075,41109,43112,False,True,4
61,a69e8cf58f776c0f8afcee0a5d699594,Intern - Accounting,43119,"<p><strong>Responsibilities:</strong></p>
<ul>
  <li>Handle partial AP and AR</li>
  <li>Payment processing and data entry, match invoices to statement of account</li>
  <li>Processing staff claim and assisting for PO issuance</li>
  <li>Assist month-end closing</li>
  <li>Perform other ad-hoc duties as assigned</li>
</ul>
<p><br></p>
<p><strong>Requirements:</strong></p>
<ul>
  <li>Accountancy/ Finance undergraduate</li>
  <li>Proficiency in Microsoft office - excel and word</li>
  <li>Strong verbal and written communication skills</li>
  <li>Organized and pays attention to detail</li>
  <li>Good team player and able to work effectively under minimum supervision</li>
  <li>Bilingual in English / Mandarin (ability to communicate with Chinese speaking clients/suppliers)</li>
</ul>","Responsibilities: Handle partial AP and AR. Payment processing and data entry, match invoices to statement of account. Processing staff claim and assisting for PO issuance. Assist month-end closing. Perform other ad-hoc duties as assigned. Requirements: Accountancy/ Finance undergraduate. Proficiency in Microsoft office - excel and word. Strong verbal and written communication skills. Organized and pays attention to detail. Good team player and able to work effectively under minimum supervision. Bilingual in English / Mandarin (ability to communicate with Chinese speaking clients/suppliers).",a69e8cf58f776c0f8afcee0a5d699594,MCF-2021-0118737,33132,43112,False,False,4
62,adcda8c80e98938172c7603acef8496c,Human Resource Executive,41109,"<ul>
  <li>Assist in recruitment and scheduling interviews</li>
  <li>Update employee movement (including hiring, transfers, promotions, terminations and resignations)</li>
  <li>Take charge of employee onboarding and orientation process</li>
  <li>Handle personal data changes with proper letter generation and documentation</li>
  <li>Maintain and update workers' personal files and database</li>
  <li>Assist in roll out and implementation of HR programs</li>
  <li>Participate in HR continuous improvement initiatives</li>
  <li>Support performance appraisal/ review administration process and HR support</li>
  <li>Assist with ad-hoc duties as assigned</li>
</ul>
<p><br></p>
<p><u><strong>Requirements</strong></u></p>
<ul>
  <li>Minimum 2 - 5 years experience in Human Resources and operational duties</li>
  <li>Well organised, independent and solutions-driven individual</li>
  <li>Resilient and able to work in a fast-paced environment</li>
  <li>Meticulous and pay attention to fine details</li>
  <li>Applicants who are able to start work immediately will be an advantage</li>
</ul>","Assist in recruitment and scheduling interviews. Update employee movement (including hiring, transfers, promotions, terminations and resignations) Take charge of employee onboarding and orientation process. Handle personal data changes with proper letter generation and documentation. Maintain and update workers' personal files and database. Assist in roll out and implementation of HR programs. Participate in HR continuous improvement initiatives. Support performance appraisal/ review administration process and HR support. Assist with ad-hoc duties as assigned.",adcda8c80e98938172c7603acef8496c,MCF-2021-0010694,24233,41201,False,False,4
63,ae2df55847d3df3152482ce9d71a3a0c,Senior Dental Assistant,42243,"<p><strong>Job Description: </strong></p>
<ul>
  <li> Prepare treatment area and trays for dental procedures </li>
  <li>Assist dentist during treatment </li>
  <li>Manage inventory of dental consumables</li>
  <li>Take and develop x-rays Observe and Maintain infection control at all times</li>
  <li>Record and ensure timely delivery of cases to lab </li>
  <li>Maintain dental equipment inventory – Ensure no losses of small instruments </li>
  <li>Helping with infection control by sterilizing and disinfecting instruments - Autoclave Setting up instrument trays, chair, preparing materials, and assisting with dental x- ray procedures </li>
  <li>Assist the Dentist during dental treatments and procedures </li>
  <li>Perform general housekeeping to ensure cleanliness of treatment rooms.</li>
</ul>
<p><strong>Skills required:</strong></p>
<ul>
  <li>Pleasant disposition with excellent communication and interpersonal skills</li>
  <li>Proactive, motivated and a team player</li>
  <li>Computer literate</li>
  <li>Multi-task and work in fast-paced, dynamic environment</li>
  <li>Independent</li>
  <li>Able to commit to 5.5 days workweek </li>
</ul>
<p><strong>Preferred Qualification!</strong></p>
<ul>
  <li>GCE ‘N’/’O’/’A’ level, Higher/NITEC or Polytechnic Diploma qualification</li>
  <li>Minimum 1 year experience in Dental Assisting. </li>
</ul>
<p><strong>Clinics Available:</strong></p>
<ul>
  <li>Hougang / Bedok / Yishun / Gambas (Will need to travel at least two clinics)</li>
</ul>","Prepare treatment area and trays for dental procedures. Assist dentist during treatment. Manage inventory of dental consumables. Take and develop x-rays Observe and Maintain infection control at all times. Record and ensure timely delivery of cases to lab. Maintain dental equipment inventory – Ensure no losses of small instruments. Helping with infection control by sterilizing and disinfecting instruments - Autoclave Setting up instrument trays, chair, preparing materials, and assisting with dental x- ray procedures. Assist the Dentist during dental treatments and procedures. Perform general housekeeping to ensure cleanliness of treatment rooms.",ae2df55847d3df3152482ce9d71a3a0c,MCF-2021-0128628,53203,53203,False,False,4
64,1deb81fa81856d6e2355bbd5ce913dbe,Accounting Officer,43119,"<p>We are inviting individuals who share our values of <strong>constantly doing things that make sense, willing to face challenges, making necessary sacrifices, and adapt to changes.</strong></p>
<p>The ideal candidate is someone who has an independent mindset and is capable of accomplishing tasks in a dynamic environment. As an Accounting Officer, you will focus on providing professional record-keeping and financial control to the company. You are to have meticulous attention to detail to ensure the accuracy of financial reports.</p>
<p><strong>Therefore, a commitment to overcome difficult challenges, and the conviction to serve merchants and users are must have qualities.</strong></p>
<p><strong>Responsibilities:</strong></p>
<ul>
  <li>Run day-to-day operations related to accounts payable and/or receivable, and company expenses.</li>
  <li>Handling of payment receipts and merchant payouts.</li>
  <li>Examining financial records to ensure the reliability and integrity of the company’s books and reports.</li>
  <li>Preparation of journal entries, monthly closing, and balance sheet reconciliation.</li>
  <li>Preparation of cash flow statements, as well as controlling expenditure and cash flow.</li>
  <li>Preparation of budget reports and forecasts, as well as cash flow monitoring and forecasting.</li>
  <li>To prepare a full set of accounting including monthly tax report, overseeing AP/AR function &amp; General Ledger.</li>
  <li>Preparation of accurate annual accounting audit, taxation, and Financial and Management Reporting.</li>
  <li>To assist in ensuring effective internal control procedures and compliance with accounting standards, company policies, and statutory requirements.</li>
  <li>Other ad-hoc duties as assigned from time to time.</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul>
  <li>Professional qualification from a recognized body (ACCA, CPA, ICAEW, etc.) is a plus.</li>
  <li>Some relevant work experiences in the audit/accounting field is a plus.</li>
  <li>Knowledge in commonly used accounting software will be an added advantage.</li>
  <li>Good computer literacy and proficient in Microsoft Word, Excel, PowerPoint, etc.</li>
  <li>A great team player who is very detail and able to work with all levels of employees.</li>
  <li>Strong critical analytical thinking and organizational skills with the ability to work under pressure.</li>
  <li>Self-motivated and able to work independently with minimal supervision.</li>
  <li>Proactive and adaptable to a fast-growing environment.</li>
</ul>","We are inviting individuals who share our values of constantly doing things that make sense, willing to face challenges, making necessary sacrifices, and adapt to changes. The ideal candidate is someone who has an independent mindset and is capable of accomplishing tasks in a dynamic environment. As an Accounting Officer, you will focus on providing professional record-keeping and financial control to the company. You are to have meticulous attention to detail to ensure the accuracy of financial reports. Therefore, a commitment to overcome difficult challenges, and the conviction to serve merchants and users are must have qualities. Responsibilities: Run day-to-day operations related to accounts payable and/or receivable, and company expenses. Handling of payment receipts and merchant payouts. Examining financial records to ensure the reliability and integrity of the company's books and reports. Preparation of journal entries, monthly closing, and balance sheet reconciliation. Preparation of cash flow statements, as well as controlling expenditure and cash flow. Preparation of budget reports and forecasts, as well as cash flow monitoring and forecasting. To prepare a full set of accounting including monthly tax report, overseeing AP/AR function & General Ledger. Preparation of accurate annual accounting audit, taxation, and Financial and Management Reporting. To assist in ensuring effective internal control procedures and compliance with accounting standards, company policies, and statutory requirements. Other ad-hoc duties as assigned from time to time. Requirements: Professional qualification from a recognized body (ACCA, CPA, ICAEW, etc.) is a plus. Some relevant work experiences in the audit/accounting field is a plus. Knowledge in commonly used accounting software will be an added advantage. Good computer literacy and proficient in Microsoft Word, Excel, PowerPoint, etc. A great team player who is very detail and able to work with all levels of employees. Strong critical analytical thinking and organizational skills with the ability to work under pressure. Self-motivated and able to work independently with minimal supervision. Proactive and adaptable to a fast-growing environment.",1deb81fa81856d6e2355bbd5ce913dbe,MCF-2021-0162132,33131,43112,False,False,4
65,0cf428319e4691b10c11cfa3af843e36,Commercial Executive,43115,"<p><strong>Commercial Executive - entry level (1-3 yrs experience)</strong></p>
<p><br></p>
<p>Established in 2017, Alba Compliance is a start up consultancy firm specializing in Compliance, offering a comprehensive suite of support, outsourced by financial institutions, primarily non-banks, handling pre- and post application processes. We advise on most suitable corporate and governance structure, compliance and risk obligations for Financial Institutions expanding their licensed business in Singapore and Asia Pacific. Alba Compliance is engaged by  broker-dealers, licensed and registered fund managers, crypto-business, FinTech businesses governed by MAS Payment Service Act.</p>
<p>At Alba Compliance we pride ourselves to provide a one-stop compliance solutions to our client. Trusted by financial institutions since 2017, we understand the challenges the business face today, helping with all aspects of Governance, Regulatory &amp; Compliance framework.</p>
<p>Our mission is to promote an organisational culture that encourages ethical business conduct.</p>
<p>We work closely with RegTech providers assisting in solutions configuration of operational work flows to enhance efficiency and transparency of our client’s regulatory reporting. We specialize in Anti-Money Laundering and Countering the Financing of Terrorism (AML/CFT), Customer categorization and Suitability Assessment and Enhanced Due Diligence of customers and 3rd parties, Environmental, Social &amp; Governance (ESG) Compliance, Regulatory Reporting &amp; Engagement, Compliance training, adopting of Compliance Library according to financial institution risk profile an exposure.</p>
<p>Proactive and intelligent, we empower our clients to their business success and long term sustainability.</p>
<p>We looking to bring on contracts and expand our market share in Singapore.</p>
<p><strong>OUR SERVICES:</strong></p>
<p>‒ MAS Licence Applications</p>
<p>‒ Compliance Consulting &amp; Advisory</p>
<p>‒ Gap Analyses facilitating Internal Audit</p>
<p>‒ AML/CFT Enhanced Due Diligence</p>
<p>‒ FinTech/RegTech</p>
<p>‒ Compliance Training</p>
<p><br></p>
<p><strong>JOB PURPOSE</strong>:</p>
<p><br></p>
<p>The role is dynamic with potential to grow within the business. Strong personality and solid character with impeccably eloquent in English is a must. Your role is to keep the business running smoothly and assist the management, offer administrative support , look after sale side and enforce company business development plans.</p>
<p>We are looking for enthusiasts with some prior MAS licence applications experience, with strong Business Development acumen.</p>
<p>We believe in effective creatives that bring progress.</p>
<p><br></p>
<p><strong>You will be driving</strong>:</p>
<p>l Work with the shareholders to drive business and coordinate strategies</p>
<p>l Process and manage applications on MASNET, provide information, meet customers and follow up with regulators when and if required.</p>
<p>l Maintenance of our social media presence, plan, execute and measure digital marketing campaigns, drive lead conversion.</p>
<p>l Review financial services rules and regulations applicable to capital markets industry</p>
<p><br></p>
<p><strong>WORKING HOURS AND PLACE</strong></p>
<p>Flexible, remote or in co-working space environment</p>
<p><br></p>
<p><strong>EDUCATION AND EXPERIENCE REQUIREMENTS</strong></p>
<p>l Excellent communication and interpersonal skills and attention to detail are essential.</p>
<p>l Strong self-motivated yet customer-focused skills are essential.</p>
<p>l Bachelor or master's degree in business</p>
<p>l Proven working experience in digital marketing for financial services / capital markets industry.</p>
<p>l Solid understanding of the Monetary Authority of Singapore (MAS) regulatory outcomes and compliance framework for Singapore based asset/fund managers, brokers, digital/crypto exchanges and other regulated crypto based operators.</p>
<p>l Existing 1-2 years customer experience and performance driven new business brought to the table is a preference.</p>
<p><br></p>
<p><strong>NOTE</strong></p>
<p>Due to restricted quotas to hire foreign manpower, only Singaporeans and Singaporean Permanent Residents (PRs) are considered.</p>
<p><br></p>
<p><br></p>
<p><br></p>","Established in 2017, Alba Compliance is a start up consultancy firm specializing in Compliance, offering a comprehensive suite of support, outsourced by financial institutions, primarily non-banks, handling pre- and post application processes. We advise on most suitable corporate and governance structure, compliance and risk obligations for Financial Institutions expanding their licensed business in Singapore and Asia Pacific. Alba Compliance is engaged by broker-dealers, licensed and registered fund managers, crypto-business, FinTech businesses governed by MAS Payment Service Act. ‒ FinTech/RegTech. WORKING HOURS AND PLACE.",0cf428319e4691b10c11cfa3af843e36,MCF-2021-0185591,12195,24132,False,False,4
66,aac195501c192325beeabee070589163,8889 - Account Executive [Audit/ Full Set/ AP/ AR/ GL/ Tax/ Fresh/ URGENT],43112,"<p>Requirements:</p>
<ul>
  <li>diploma or degree holders</li>
  <li>training provided</li>
</ul>
<p>Responsibilities:</p>
<ul>
  <li>Handle full set of accounts including cash flow, month-end closing, and year-end audit activities</li>
  <li>Perform accurate data entry to computerized accounting systems.</li>
  <li>Prepare full set of accounts and bank reconciliation</li>
  <li>Prepare necessary accounting schedules: Fixed assets, prepayments, accruals, loan, hire purchase, etc</li>
  <li>Responsible for ad-hoc invoicing and accounting functions</li>
  <li>Other Ad-hoc duties or assignments.</li>
</ul>","Requirements: diploma or degree holders training provided. Responsibilities: Handle full set of accounts including cash flow, month-end closing, and year-end audit activities. Perform accurate data entry to computerized accounting systems. Prepare full set of accounts and bank reconciliation. Prepare necessary accounting schedules: Fixed assets, prepayments, accruals, loan, hire purchase, etc. Responsible for ad-hoc invoicing and accounting functions. Other Ad-hoc duties or assignments.",aac195501c192325beeabee070589163,MCF-2021-0108136,33133,24111,False,False,4
