,SSOC,job_title,job_description,id,pred1,prob1,pred2,prob2,pred3,pred4,pred5
647,51312,Service Crew / Supervisor,"Main Responsibilities. Report to the Shop Manager. Provide courteous and efficient food and beverage services to the customers. Help prepare and clear the tables. Attend and respond to customers' needs promptly and professionally. Assist in the serving of the menu-items to customers. Ensure the smooth operations of the shop. Adhere to company's standard operating procedures. Any other appropriate duties and responsibilities as assigned. Other duties. To perform general housekeeping and cleaning duties, including sweeping, mopping, cleaning and table setting. Entry level candidates are welcomed. Strict sense of hygiene and safety standards. Provides good Customer Service. Fluent in Chinese language skills.",647,51312,[0.9999534,51311, 4.6555393e-05,51322,52302,52492
648,34321,Interior Designer,"Siren Design is looking for a Junior to Mid-Level Designer, with a minimum of 2-3 years of Design experience, preferably in the corporate/ workplace setting. We will also consider applicants who have recently graduated. The applicant should be able to fulfil these requirements:- 1. Interior Design or Architecture degree from an accredited university or institution 2. Creative flair 3. Strong communication, problem-solving, negotiation and organisational skills 4. Ability to work in a fast-paced environment/ comfortable to work under pressure 5. Comfortable to face clients 6. Excellent written and spoken English 7. Team player 8. Good knowledge in these softwares: AutoCad, REVIT, 3ds Maxx, SketchUp, ADOBE (including Photoshop, Illustrator, Indesign), Microsoft products (Word, Excel, Powerpoint) This post is open to Singaporeans, PRs and foreigners.",648,34321,oba': [1.0,34323, 5.1309984e-10,34341,31184,21610
649,34341,Chef De Partie / Junior Sous Chef,"Familiar with Asian and Western cuisine. Manage raw ingredients from seasoning to cooking. Takes care of daily food preparation and duties assigned by the management to meet the standard and the quality set by the Company. Able to estimate the daily production needs and checking the quality of raw and cooked food products to ensure that standards are met. Ensure highest levels of guest satisfaction, quality, operating and food costs on an ongoing basis. Knowledge of all standard procedures and policies pertaining to food preparation, receiving, storage and sanitation. Encourage teamwork and ensure high motivation and economical working environment within the kitchen.",649,34341,oba': [1.0,34342, 1.7962528e-19,94101,34343,34321
650,31124,Resident Technical Officer,Resident Technical Officers. Civil & Structural. Responsibilities: To assist QP(Supervision) on the site supervision and coordination works. To attend site meetings and resolve site technical issues. To review contractor's submission. Requirements: Registered with IES as Resident Technical Officers (RTO) in Singapore. Minimum 3 years of site experience and preferably in viaduct structures and/ or geotechnical works. Able to work independently as well as in a team.,650,31124,oba': [1.0,31122, 8.623102e-24,71000,31001,31004
651,14121,RESTAURANT MANAGER #SGUnitedJobs,"Take responsibility for the business performance of the restaurant. Plan and analyse restaurant sales levels and profitability. Prepare reports at the end of the shift/week. Create and execute plans for staff development. Accountable for labour and F&B costing matters, including inventory control and conducting bi-monthly stock. Handle staff disciplinary issues, conducting performance reviews and confirmation of staff. Provide effective leadership to the F&B team to ensure targets are met. Constantly review, evaluate operations/procedures and suggest improvements to the management. Coordinate the entire operations of the restaurant during scheduled shifts. Perform banking duties. Maintain high standards of quality control, hygiene, and health and safety. Ensure strict compliance by all service and kitchen staff to Company's standard operating procedures. Any other appropriate duties and responsibilities as assigned.",651,14121,oba': [1.0,51311, 7.323206e-20,14201,34341,12191
652,24334,Branch Banking Sales Executives/ MNC/ Paid Training Provided,"Work closely with team to managing clients' portfolio, perform financial analysis. Follow on existing list of clients provided by the company. Maintain customer loyalty and promote brand identity by providing excellent customer service through regular updates and reviews with customers on financial services/information. Assisting in wealth preservation and capital growth. Attend to the walk-in and queuing customers and customize solutions to meet clients' financial objectives.",652,24334,[0.9310035,24121, 0.068936,24212,24231,24232
653,94101,Kitchen Assistant,"Food court operation hours located in the west. Those who are staying west side are most potential, basic hygience cert is a must to apply for this job. Those without certificate will have to attend to courses previous experience in the kitchen will be highly appreciated able to work long hours with split shift in between.",653,94101,oba': [1.0,34341, 4.465827e-26,94102,51312,51311
654,83322,Prime Mover Driver (Up to $4k) #Hiring ,"Prime Mover Driver (Up to $4k) #Hiring No agency fees chargeable Multiple Locations Islandwide Attractive Remuneration Packages and Staff Benefits Monthly Salary up to $4k (Depending on qualifications and experience) Job Description: Transport goods according to the assigned schedule Ensure goods are properly loaded and secured at all times Complying with Company's safety and health policies, procedures, and regulations Maintain vehicle in clean condition and report any faults immediately Job Requirements: Must possess a valid Class 3 / 4 / 5 Singapore driving license Familiar with Singapore Roads Able to deliver within tight deadlines Candidate who are interested may also e-mail to Contact@abovehr sg or visit our website at www abovehr sg Join our Telegram: @SingaporeJobsSharing Contact us today! We apologise that only shortlisted candidate will be notified. Above HR Pte. EA License No: 19C9549.",654,83322,[0.3760333,83321, 0.37205762,83329,83324,83311
655,34341,Sous Chef 【Cafe / Tanjong Pagar】- 7912,Ensure that work stations are set up before the shift commences. Employ culinary skills to produce good quality of food. Follow SOP on food preparation and order system. Ensure sufficient stocks for daily food ingredients. Minimize wastage and spoilage of food ingredients. Report for duty on time and neatly groomed. Have full knowledge of the menu. Maintain cleanliness and housekeeping of work areas.,655,34341,[0.9999937,34342, 6.2826543e-06,94101,34343,51201
656,51201,COOK-NORTH INDIAN ,"*To be able to do Asian Cuisine. *Able to follow company SOP. *To keep up with cleanliness and hygenie measures. *Ensure great presentation by dressing dishes before they are served. *Keep a sanitized and orderly environment in the kitchen. *Ensure all food and other items are stored properly. *Check quality of ingredients. *Monitor stock and place orders when there are shortages, when needed. *Adhere company rules. *Able to work well in a team, Team player. Working Days : 5.5 Days, 1.5 days off. Working hours : 10 hours per day.",656,51201,0.99739337,51202, 0.002606592,34341,51312,94101
657,72310,7013 - Truck Mechanic [ 5.5 days/ Pioneer/ Class 3/ Class 4/ Repair & Maintenance ],"Position Title: Mechanic (Truck) Working Location: Gul Way (near Pioneer) Working Days: 5.5 Days. Working Hour: 8:15am - 5:45pm (Sat = 8:15am - 12:30pm) Salary: 1700+ telephone allowance + meal allowance + OT (Gross can go up to around 3k) Minimum Class 3A/ Class 3/ Class 4. Minimum 2 years experience. 2 years experience repair heavy equipment, prime mover, lorry & van. Have Class 3A/ Class 3 or Class 4 license. To perform Truck service maintenance and responsible for inspecting and repairing of vehicles.",657,72310,[0.9999441,72391, 5.589036e-05,31212,21472,72340
658,21651,Land Surveyor,"Overall responsible for the land surveying task.To perform leveling, traversing, setting-out point, survey data collecting, layout, map and field of topographic surveying, boundary surveys etc.Working closely with the engineering and construction team to meet the survey work required.Manage and plan the land surveying work schedule to ensure all drawings are accurately for survey work and approved by relevant teams.Ensure correctness of build-up according to construction plans and drawing. Verified accuracy of survey data, measurement and calculations.Carry out as-built surveys, and settlement monitoring for buildings.Prepare and submit pre and post construction drawings.",658,21651,oba': [1.0,21494, 4.6811602e-20,21421,21661,41320
659,12222,"General Manager, Marketing","Lead marketing team to execute approved marketing plan in support of the Group Commercial Strategy. This includes management of product development/packaging, new innovative product launches, product portfolio management, agency brand management and overall brand communication. Responsible for E-commerce sales and marketing. Design, implement group wide marketing/branding strategy in line with group business plan, deliver growth in market share & support Sales Delivery in line with Commercial Strategy. Lead team to deliver of company goals in set targeted product market share and hence deliver product category sales targets o With clear product and category strategy focus in line with market trends and in support of overall Commercial Strategy o Execute national brand/product campaigns working alongside sales and trade marketing in line with jointly agreed overall cycle plan programme. Lead Agency Brand Team to deliver budgeted sales targets as well as Net Margin of all Agency Brands. Lead holistic E-commerce practice from digital marketing to convert to sales. Delivery of category and total sales targets within marketing budget set. Management of marketing spend within set budget and to further drive efficient ROI of marketing spend within budgeted marketing spend % to Net Operating Sales o With clear prioritisation of marketing spend across different product categories to deliver category sales targets and improved ROI o Management of marketing spend to support brand/product goals of improved visibility of our products/brand and improved brand equity with consumers. Support achievement of Group profit/Trading profit through close management of budgeted marketing spend and people resources. Product portfolio management includes new product development and product discontinuation o Improve business efficiency by PPM, according to market trend, regulation changes, competitive analysis and manufacturing condition and group business plan o Work closely with R&D and SCM for planning and execution, with finance for analysis and understanding product related management accounting. Work across functions to deliver marketing and sales goals for the company: o To support sales team to drive improved visibility and wider SKU portfolio to cater to differing consumer tastes o To work with Trade Marketing to improve gross margin return on marketing campaign spend from analysis of national campaign o To work with Demand Planning to support company's healthy inventory holding across the product range and optimal sku portfolio where slow performing are addressed to or delisted/replaced & new products are planned well ahead to ensure no OOS o Support Export/Malaysia team in all areas of marketing/product mgt.Minimum University degree in Sales/ Marketing or its equivalent.Demonstrable experience as head of sales and marketing in the same industry for at least 15 years.Manage e-commerce practice.Possess deep understanding of market landscape especially consumer trends in Singapore.Market analysis, structured thinking.Project management.Understand management accounting, manage marketing reated financial.Team working and high EQ.Critical thinker and problem solving skills.Excellent in listening, negotiation and presentation.Sense of ownership and pride in your performance and its impact on company's success.",659,12222,[0.9999964,12215, 3.2730784e-06,12221,12212,12112
660,75121,Bakery Cook,"Assists the Bakery Sous Chef in planning of bakery items for functions or any other special order as required. Familiar with all the Asian and European bread and speciality items (e g croissant, Danish, quiche) Produces bread and breakfast items according to inventories. Meets daily requirement on bakery items. Proper disposal of leftover food items. Check all buffet set up in caf are done correctly (food tags, clean standard decoration on cake) daily in breakfast, hi-tea, lunch and dinner (after Covid-19) Checks on all a-la-carte stock - available, fresh, date and labelled. Ensures goods received are in an acceptance condition. Responsible in maintaining a high standard in hygiene and follows the safety and hygiene regulations set by National Environment Agency. Performs other duties as assigned from time to time.",660,75122,0.52547646,75121, 0.44644052,34343,51201,75110
661,21511,Electrical Engineer,"Job Description- Perform troubleshooting of electrical control system and basic electrical panel design. Knowledge in schematic drawings for basic electrical system Achieve electrical control settings and component set up. Search for control components and provide technical support on site Will be using PLC and motion controllers Requirements: Minimum Diploma in Electrical/Electronic Engineering or equivalent Min 2 years of related experience will be an advantage Knowledge in PLC and electrical control system Knowledge in Panasonic PLC programming, some basic knowledge of Modus communication will be an advantage Knowledge in Auto-cad will be an advantage Working location: Changi Airport airside.5 days work-week Remuneration: Will commensurate with experience.",661,21511,[0.9999914,21525, 5.61226e-06,21512,21441,31002
662,21222,Data Scientist- Applied Analytics,"Newly Created Role. Great Working Environment. Implementing various machine learning techniques for various security related projects. Helping the internal teams on performance improvements and creating algorithms. Working on large sets of data and participating in data exploration activities to make sure proper data usage is done. Being a subject matter expertise in deep learning techniques. Working with cross-functional teams to gather requirements, understand business processes and conduct data cleansing in order to enable data visualization to technical stakeholders.",662,21222,[0.9938408,21231, 0.0061105145,21221,25212,25190
663,53201,Healthcare Assistant,"Perform portering duties. Attend to patient's need and basic nursing care in the department. Perform incidental housekeeping duties. Assist in the proper storage of CSSD, linen and other supplies. Assist in the transporting of equipment / furniture to appropriate department for repair and maintenance. Despatch documents, imaging films and radiological reports to the wards and clinics. Minimum secondary education with Certificate in healthcare support. Relevant working experience in a hospital setting. Must be able to read and write in English. Willing to work 2 rotating shifts (morning / afternoon shift).",663,53201,0.99999475,32200, 3.3983265e-06,42243,53202,53203
664,22640,Senior / Physiotherapist,"You will provide a full range of physiotherapy services as part of a multidisciplinary team. You will manage patients in the areas of musculoskeletal, geriatrics, and chronic disease management in an outpatient setting. You will also participate in public education forums and activities on physiotherapy. In addition, you will contribute towards continuous quality improvement in the department and provide guidance and supervision to Therapy Assistants. Requirements: Minimum 1 years of relevant experience. Bachelor's Degree or Diploma in Physiotherapy, recognised by the Allied Health Professions Council (AHPC) Accredited Full-registration by AHPC Higher qualifications and experience in musculoskeletal/geriatrics/chronic disease management will be an advantage Ability to work independently in a challenging environment alongside a multidisciplinary team Ability to demonstrate and articulate sound clinical knowledge and reasoning, critical thinking, judgement, and decision-making in the provision of care A willingness to work at a different polyclinic location from time to time A patient-focused individual with a genuine desire to make a difference Ability to multi task in both clinical and administrative roles and able to thrive in a fast-paced environment An individual with a passion for a healthcare career and who is inspired to move ahead despite challenges. *Candidates with relevant years of experience could be considered for a senior role.",664,22640,[0.9999291,22699, 4.2040545e-05,22670,22680,22691
665,71000,foreman,Able to work independantly and supervise construction work. Liasing with main contractor for coordination work. Conduct safety tool box meeting daily. Supervise and monitor subcontractor work and progress. Report to Project Director / Project Manager. Any other duties as assigned by the Project Director / Project Manager.,665,71000,oba': [1.0,24213, 2.060052e-10,21421,41101,71151
666,34341,CHEF DE PARTIE/SENIOR CHEF DE PARTIE,"FK Dunamis, the group behind concepts such as Hachi Restaurant, The Public Izakaya, The Public Izakaya 2 and Hoppy Bar, is looking for committed and talented Chef De Partie with the following capabilities to join our growing team: a culinary professional with passion and drive, especially in Japanese cuisine experienced in the role for a minimum of 2 years an efficient individual who is comfortable and prepared to work long hours to deliver consistent and quality dishes an independent and self-motivated person with a desire to join a stable and progressive company adaptable and open to different outlet postings and/or kitchen sections. Preferably ready to start immediately or within a short notice period and this role is only open to Singaporeans. Thank you for your interest in our company, and we will reach out to you if your application is found suitable.",666,34341,oba': [1.0,34342, 5.3876854e-16,94101,34343,34321
667,25121,Software Engineer (Java),"Develop, test, deploy, and maintain business applications and systems integrations required for the operation. Ensure best practices are used throughout the software development life cycle. Actively participate in all aspects of the software development process. Collaborate with other software engineers, business analysts and software architects to plan, design, develop, test, and maintain business applications built. Participate in peer-reviews of solution designs and related code. Deploy systems to production and provide post-implementation support. Analyze and resolve technical and application problems. Provide maintenance support to customers by investigating and rectifying reported systems shortcomings during/after working hours when necessary. Understand the inter-dependencies of the services (application, system and database) and able to pin-point problem areas accurately to improve overall efficiency. Assess opportunities for application and process improvement and prepare documentation of rationale to share with team members and other affected parties. Adhere to high-quality development principles while delivering solutions on-time. Perform other duties as assigned.",667,25121,[0.9999808,25122, 1.9250507e-05,25151,25113,25140
668,21494,Quantity Surveyor,"assist in establishing client's requirements through reviewing Contract Documents/ tender documents prepare and analyse project costings for tenders assist Contract Manager in preparation of tender submission and others contract documents. To attend tender briefing and responses for tender clarification, To attend project progress meeting to response/advice on contractual claims and disputes. Identify and initiate claim for variations. Prepare and claim for completed work, oversee bills and arrange payments. Resolve dispute with stakeholders finalization of project account undertake cost analysis for repair and maintenance project work value completed work, oversee bills and arrange payments maintain awareness of the different building contracts in current use understand the implications of health and safety regulations.",668,21494,oba': [1.0,21651, 1.8919048e-31,21421,21498,21414
669,25122,Senior Support Engineer - IT Mobile and Web Applications,"Maintain a good knowledge base / FAQ for operational support. Effectively assess, classify, prioritise, diagnose issues in a collaborative manner. Collaborate with external stakeholders and vendors to resolve incident. Recommend tools to facilitate the analysis of operational data. Facilitate monitoring of security access i e registration of passwords and accounts. Maintain training materials and conduct training for operational support personnel. Maintain operational manual and user manual. Carry out system transition and archival plan. Comply with internal, external business and regulatory requirements. Develop operational software configuration documentation.",669,25122,[0.9995295,25121, 0.00038440683,35123,25111,25299
670,12112,Admin Manager / Senior Executive,"Manage visitor access and employee badge access through building security desk/department (currently we are in a managed office space where this is already handled by the front desk this might change as the company grows) Greet visitors, prepare meetings and meeting rooms, sign for packages, check mail, and create necessary shipments. Answer phones (low volume) Office upkeep keep clean, manage maintenance requests, water plants, organize files and supply closets. Facilitate ordering of office supplies for general office needs, and groceries for the pantry. Communicate with vendors and maintain inventory of office supplies. Coordinate with IT department to maintain inventory of supplies, and filter office requests. Place catering orders for meetings when needed for client meetings, employee welcome lunches, company-wide trainings and staff meetings, monthly SF office staff meetings. Internal and external event Planning.",670,12112,[0.9999621,12121, 3.7951308e-05,41101,12222,12241
671,72310,Mechanic ,"Job Description: Position: Automotive Vehicle Mechanic Salary: $1500 - $2500 Location: Sin Ming Working Hours / Days: 9am - 6pm (Mon to Fri) 9am - 5pm (Sat) Responsibilities Inspecting of vehicle engine and mechanical/electrical components to diagnose issues accurately Inspecting vehicle computer and electronic systems to repair, maintain. Conducting routine maintenance work aiming to vehicle functionality To maintain and repair vehicles. You will be responsible for troubleshooting issues and fixing them to maximum reliability and functionality Conduct routine maintenance work (replacing fluids, lubricating parts etc.) aiming to vehicle functionality Schedule future maintenance sessions and advise motorists on good vehicle use Repair or replace broken or dysfunctional parts and fix issues (e g leaks) Provide accurate estimates (cost, time, effort) for a repair or maintenance job to customers Keep logs on work and issues Maintain equipment and tools in good condition Requirements Must know how to repair and diagnose continental car Proven experience as car mechanic Excellent knowledge of mechanical, electrical and electronic components of vehicles Working knowledge of vehicle diagnostic systems and methods Ability to handle various tools and equipment Willingness to observe all safety precautions for protections against accidents, dangerous fluids, chemicals. Must also be good communicators to provide advice to customers Please contact +6592313123 or further information and interview.",671,72310,oba': [1.0,72391, 4.553773e-09,74110,72340,72130
672,83431,Crane Operator,"Operate a variety of material-moving equipment daily according to schedule and instructions from project manager, choosing and setting up the right crane, lift or hoist to complete each task safely and efficiently. Inspecting the crane to ensure its safety. Performing routine maintenance. Cleaning and maintaining of Cabin. Able to perform any assigned ad-hoc duties/additional tasks from Operational Department. Job Qualification. Minimum 2 years' working experience in operating Crawler Crane or equivalent crane operator certification. Qualified crane operator with BCA and MOM recognised. Able to work Overtime or 2 rotating shifts (if required).",672,83431,oba': [1.0,83441, 9.4597476e-11,83432,25121,25122
673,32111,Radiographer / Sonographer,"Experience with modalities including mammogram and ultrasounds, with experience in breast and women's imaging. Communicate to reassure patients regarding the imaging and intervention procedures and address any inquiries and concerns that may arise. Perform in accordance to standards described in SOP and work instructions, to ensure patient safety and compliance with rules and regulations. Support management in the staffing, development and training to enhance service quality and performance. Perform routine check on radiology equipment. Report and inform any malfunction of equipment. Maintaining and cleaning the radiology equipment. Any other duties as may be assigned by Management.",673,32112,0.71989876,32111, 0.28008288,32540,32200,32551
674,53201,HEALTHCARE ASSISTANT ( PART TIME) #SGUnitedJobs,Nursing Home and Day Care Centre Looking for Part Time Healthcare Assistant. Roles & Responsibilities. Active in looking into the comfort and mobility needs of patients as well as transfers and mobilise the patient as required. Assist in showering of the resident and keep active measures to ensure the safety of patients under supervision of a Staff Nurse as required. Requirements: Singaporean Only. GCE N Level and with an HMI Certificate in Healthcare support (Nursing) or equivalent. Relevant working experience in healthcare setting preferred. Able to work Monday to Friday. 7am to 11am. Central / East / West / North area. Interested applicants are invited to send your simplified resume to career@abercare sg. Check out Abercare sg for more detail or call +65 6721 9231 for detail. Abercare sg | EA Number 18C9070 | Germaine Er | Reg Number R1875721.,674,32200,[0.6387148,53201, 0.36080194,53202,42243,22200
675,42245,Customer Service Officer (Logistics),"Job Description: Answered customer inquiries via phone, e-mail, and fax. Prepare import/export shipping documents. Monitored shipments and provided daily updates to customers. Assist in tracking shipments and providing alternative information. Prepare simple monthly billing reports and related ad-hoc request. Job Requirement: Good interpersonal and communication skill. Customer oriented. Experience in logistics industry preferred. Attention to details.Reg No: R2096146.One Vogue Pte Ltd.EA License: 19C9629.",675,42245,[0.9999989,42243, 9.389523e-07,42241,42246,41101
676,31184,Draughtsman,"Prepare and update construction shop drawings and working details for project. Coordinate with Architect on changes and CVI, RFI and RFA to be issued. Collate all sub-con shop drawings submitted on Architectural matter. Collate all Architectural handover document i e., OMM, As-Built drawings, Warrantees etc. Closing of project account by updating all defects.",676,31183,0.91106635,31184, 0.07972198,31182,21610,31189
677,24121,RELATIONSHIP MANAGER,"Collaborate with the Global Account Managers of your named accounts to agree upon account goals, strategies and tactics for growth and then contribute on territory and account plans. Proactively identify new opportunities for growth in new buying centers, subsidiaries and divisions of existing LSS global accounts in Asiapac and assist with growing the account off-cycle by selling new solutions, add-ons and renewals. Conduct detailed discovery and needs analysis with both decision makers and end users to recommend the right LinkedIn solutions. Establish a trusted relationship with your accounts by providing high-quality customer engagement activities (training & education, quarterly business reviews) with the solutions they invested in. Build custom presentations and demonstrations based on unique customer needs. Be open, collaborative and customer-focused in all communications and transactions with colleagues and clients. Negotiate and close all orders with the larger LinkedIn investment in mind and provide post-contract support to ensure product delivery and satisfaction. Use Salesforce com every day for tracking activities and, most importantly, forecasting. Maintain ongoing communication with the GAM to keep him/her updated on new opportunities. Share your successful selling strategies and lessons learned with your team. Speak at client & industry events across APAC in partnership with the GAM to generate demand in emerging markets and ensure attendance at various LinkedIn marketing & social leadership events. Provide high-quality customer engagement activities with the solutions they invested in\ Demonstrate innovation of product ideas. Lead creation & execution of a plan to develop new opportunities in specific geographic territories. Create efficiency using existing resources, events, & webinars to maximize reach across clients & achieve economies of scale. Identify & achieve significant new business opportunities within LinkedIn's top global accounts in Connected Enterprise Group. Drive client attendance to events and ensure adoption of new product and solutions.",677,24121,oba': [1.0,12212, 1.2503668e-10,12213,13461,12222
678,21494,Project Executive /Senior Quantity Surveyor ,"Able to take off from drawings independently. Responsible for procurement, progress payments claims & other contractual matters. Attend site matters and handle clients's requirements. Assist Managers on project administrative matters. Undertake any other ad-hoc duties as required. Review the tender specifications to ensure all measurements and quantities are accounted for to achieve realistic commercial value of each project. Conduct call of quotations to invite approved / preferred / new subcontractors' participation for competitive tenders. Review CS, architectural and M&E drawings to ensure special requirements and annotations are taken into consideration and complete in the tenders. Consult and align Construction team on the scope of tender submission highlight and seek agreement on special requirements or unusual scope. Communicate clearly on assumptions made during bill of quantities preparation. Prepare contract documents for sign off by respective parties and ensure accuracy and completeness follow through on project warranty approval. Re-measure complete quantities (RC, archi, civil and precinct) with full sets of drawings and specifications. Prepare and evaluate actual project quotations from vendors, and submit for management's approval. Administer the issuance of LOI, LOA, letter of undertaking and work order to ensure formalization of engagement with receipt of respective architect's instructions. Administer project variation orders (VO) and submit the project final account for review. Manage project registration and ensure all parties duly sign off necessary documents. Manage project insurance to ensure complete risk coverage. Conduct and/or participate in all project meetings (i e handover, technical, client meets, etc.) to communicate, update and align to achieve smooth project execution. Provide data to project personnel for wastage control. Manage the process of progressive subcontractor' payment and finalization of subcontractor final account. Monitor deduction for materials bought on behalf of subcontractors/suppliers. Prepare for construction budget approval and review working budget. Update and maintain list of vendors. Conduct pre-qualification for new vendors. Negotiate with vendors on additional ad hoc site works. Evaluate the performance of each vendor upon project completion.",678,21494,oba': [1.0,24213, 1.0836849e-09,13230,21422,21421
679,43115,Admin Executive / Billing Clerk [ Tuas / Pick up transport provided / Manufacturing industry] 7094,"Admin Executive. Salary range : $1,700 - $2,200. Working location: Tuas (pick up point at Woodlands MRT / Pioneer MRT) Working days/hours:30am - 5:30pm (Mon to Fri)30am - 12pm (Alternate Saturday) [3 months probation, will be every Saturday] Job Responsibilities: Mainly to do billing of invoices. General Admin Duties. Provide administration/clerical support to relevant departments. Organize files, perform data entry. Process-related phone calls, emails, correspondence, mail and faxes. Job Requirements: Minimum O' Lvls. Experienced in Billing, Invoicing.",679,41101,[0.8742664,43115, 0.06834761,43112,43111,41320
680,51201,Ramen Cook,"Creating ramen soup bases. Creating and introducing new Ramen dishes. Inspecting ingredients for quality and freshness and supervising all food preparation. Strive for perfection in the restaurant, 100 % Guest satisfaction. Prepare in accordance with highest quality standards and ensure that all ingredients meet company specifications. Lead all menu planning and implementation with input from various sources. Ensure food standards and presentation are maintained and always improved. Organize food production in a cost effective and hygienic manner. Weekly schedule generation for restaurant. Maintain inventory: order, receive and account for all food products and purchases.",680,34341,[0.9999999,94101, 7.3204845e-08,34342,51201,51202
681,21511,Electrical Engineer (LEW/ Manufacturing/ West) - NJ,"Career progression. Good Benefits. Responsible for leading a team of maintenance technicians to perform the preventive and corrective maintenance. Responsible for planning, monitoring, coordinating and executing the preventive maintenance schedule. Responsible for planning, ordering and monitoring the spare parts for machines, equipments to minimize the down time. Responsible for monitoring and guidigng the daily check and maintenance.",681,21511,[0.9997905,21525, 0.00014684044,21512,21441,21521
682,31124,RESIDENT TECHNICAL OFFICER,"Experience in supervision of underpinning work. Experience in concrete technology, inspection, quality control, and quality assurance procedures related to the casting of concrete structures. Degree in Civil & Structural Engineering. Minimum Four (3) years of relevant experience, experience in bridge/viaduct construction preferred. Shall be an engineer in the civil/structural discipline with a qualification accredited by JAC of IES/ACES as RTO.",682,31124,oba': [1.0,31122, 3.8623405e-21,31001,31004,71000
683,32572,Sales Engineer (HSE),"Promote and sell Occupational Health & Safety instruments. Conduct the full sales cycle from identifying and contacting prospects to product demonstration and closing of sales. Provide technical consulting work and training for clients, where required. Formulate business strategies & sales plan to meet sales targets and. Prepare reports on market conditions and sales forecast.",683,24331,[0.7839426,24332, 0.21424757,24334,24320,21523
684,21499,Logistics Engineer / Project Lead (West) ,"Our client, an USA listed MNC, is looking for a Project Lead to join them. You will get to work in a fantastic environment. Job Scope. Understanding the supply chain need of client. Analysing data for process improvement for the operations using lean and/or six sigma methodology. Provide detailed solution design. Responsible for leading the full process of project. Regular reporting to various stakeholders on project status as required. Applicants need to have at least 2-3 years experience in logistics solutioning or project leading experience. Strong project management skillset. Strong in lean or Six sigma. Good communication skill. You may send your resume to evan@alignrecruitment com sg for more information. Regret to inform that only shortlisted candidates will be contacted by our consultants. Align Recruitment Pte Ltd (20C0253)Tan Soon Heng (Reg Number R1108992).",684,33461,0.98509395,13241, 0.014281306,21415,21499,21411
685,25151,QA Engineer,"Contribute to agility by ensuring an efficient, automated test suite integrated in CI/CD pipeline. Develop high quality code using all proactive code validation techniques. Document and publish test plans, test designs, test results, and analysis to product and development team. Collaborate with development and product teams to analyze, debug and resolve design and code issues. Drive automation for testing, do ensure delivery with quality and performance. Work closely with other quality assurance engineers and provide technical guidance to peers as needed. Support cross-functional teams in integration test efforts. Present technical solutions, capabilities, and features in business terms. Effectively communicate status, issues, and risks in a precise and timely manner.",685,25151,oba': [1.0,13292, 8.747042e-09,21414,25121,25152
686,21498,"Senior / Advanced Engineer, Procurement","A key member in the project for New Product Sourcing and/or key partner in significant product cost reduction activities, in early phase innovation working closely with Team lead, Design engineers and/or in the manufacturing phase. Ensures that Cost, Quality and Availability are achieved for product development phase and through their full life cycle. Responsible in achieving savings through (cost down projects / part of activities) assigned and new product introduction projects. Assist Team lead to manage cost roadmap information and presentation / updates to key stakeholders. Assist Team to maintain updates to the costs for assigned product/module and ensure that cost models are up to date and information is available as required. Ensure new project / product cost target is achieved. Ensures early supplier involvement and identifies cost drivers to influence design decision making and achieve target costing. Reviewing and negotiating supplier terms and conditions exceptions to mitigate risk. Managing procurement quotes, documents, etc to support engineering and factory requirements. New product sourcing and management. Work with Engineering, Quality, Commodity and NPI to ensure success of new product development and launch. Build strong, value added relationships with suppliers, internal customers and cross functional departments. Collaborate with Supplier Quality in the new supplier/component release process, including compliance and sustainability aspects. Support price negotiations with opportunities to drive short and long term cost reduction improvement. Discuss and Execute Commodity Strategy with Team lead. Analyze lead times, identify critical paths and prioritize demand requirements. Participate in project meetings / brainstorming sessions to identify solutions available.",686,21498,[0.7438921,21441, 0.18503715,21411,21442,21414
687,83229,DELIVERY DRIVER,"Position: Delivery Driver. Location: Warehouse is located at Wcega Plaza. Working hours:5 days week Monday to Friday - 8am - 5pm. Saturday - 8am - 1pm. Key Responsibilities: Loading of goods from our warehouse and delivering of these goods to our customers islandwide. Deliveries of mainly canned food stuff to customers. Any other delivery duties as and when assigned. Requirements: Physically fit and able to load and unload goods. Must have a valid Class 3 driving license. Company's vehicle cannot be driven home and must be parked back at the warehouse daily. Preferably living in the western part of Singapore. Able to perform overtime as and when required. Remuneration Package: Basic Salary: $1,800 - $3,300 depending on experience.",687,83229,0.99331105,83321, 0.0051577035,83329,83223,83224
688,72310,Car Mechanic ,"Carry out maintenance service and repair job, and report any other defects found during the course of repair. Able to perform electrical installation jobs and troubleshooting/ rectification of installation problems. Able to carry out medium to complex diagnostics works as assigned by Superior. To be accountable for all parts or materials used as well as customers' vehicle and belongings during the process of repair. Carry out optimum quality check on all vehicles before delivery. Ensure all vehicles are road worthy within manufacturer standard & specification. Complies to all rules and regulations stipulated by the company on general code of conduct and safety. Team player with initiative and a positive attitude towards learning.",688,72310,0.99998534,72391, 1.4626013e-05,31212,72340,21472
689,41320,DATA ENTRY CLERK,"JOB DESCRIPTION. Data entry. Issue Goods return note to Suppliers. Other General duties. GCE N or O Level. Knowledge of Excel and Words. FREE MEDICAL INSURANCE. VARIABLE BONUS. Interested applicants, please submit your resume with a copy of your photo by email to :accounts@richshore com sg"".",689,41320,[0.9681054,41101, 0.031867284,43111,43112,43115
